ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm, TotalSpent ,AmtLiq Pct.,AmtVege Pct.,AmtNonVeg Pct.,AmtPes Pct.,AmtChocolates Pct.,AmtComm Pct.,NumDeals,NumWebBuy,NumWalkinPur,TotalPur,NumVisits,Response,Complain,Country,Count_success
4597,53,1971,PhD,Together,"82,072.00",0,0,02/07/2013,67,889,55,685,168,92,129," 2,018.00 ",44%,3%,34%,8%,5%,6%,1,3,13,16,1,0,0,SA,0
4557,53,1971,Graduation,Together,"22,070.00",1,0,04/10/2013,11,10,7,19,8,2,21, 67.00 ,15%,10%,28%,12%,3%,31%,2,2,2,4,6,0,0,SA,0
11114,53,1971,Graduation,Together,"19,656.00",1,0,08/02/2013,94,25,4,9,6,8,32, 84.00 ,30%,5%,11%,7%,10%,38%,3,2,3,5,7,0,0,SP,0
1357,53,1971,Graduation,Together,"74,854.00",1,2,08/04/2013,90,856,59,487,58,29,73," 1,562.00 ",55%,4%,31%,4%,2%,5%,7,2,5,7,5,0,0,GER,0
11176,53,1971,PhD,Together,"65,968.00",0,1,12/05/2014,12,376,9,83,19,4,4, 495.00 ,76%,2%,17%,4%,1%,1%,2,5,7,12,3,0,0,CA,0
5848,53,1971,Graduation,Together,"81,205.00",0,0,13/01/2014,43,724,74,929,97,55,130," 2,009.00 ",36%,4%,46%,5%,3%,6%,1,5,7,12,2,1,0,IND,3
4406,53,1971,Graduation,Together,"67,419.00",0,1,16/01/2013,29,846,84,352,91,56,42," 1,471.00 ",58%,6%,24%,6%,4%,3%,4,9,8,17,5,0,0,CA,0
4611,53,1971,Graduation,Together,"105,471.00",0,0,21/01/2013,36,1009,181,104,202,21,207," 1,724.00 ",59%,10%,6%,12%,1%,12%,0,9,13,22,3,1,0,SP,2
7409,53,1971,Graduation,Together,"53,187.00",1,0,26/10/2013,66,211,2,30,7,7,10, 267.00 ,79%,1%,11%,3%,3%,4%,2,4,6,10,5,0,0,SP,0
4785,53,1971,PhD,Together,"77,622.00",0,2,14/04/2014,3,520,7,154,19,0,14, 714.00 ,73%,1%,22%,3%,0%,2%,2,6,11,17,3,0,0,SA,0
2939,53,1971,Master,Together,"79,419.00",0,0,22/06/2014,96,751,127,687,20,15,31," 1,631.00 ",46%,8%,42%,1%,1%,2%,1,4,4,8,2,0,0,CA,0
5544,53,1971,Graduation,Single,"67,384.00",0,1,10/11/2012,32,957,40,175,158,53,107," 1,490.00 ",64%,3%,12%,11%,4%,7%,2,7,5,12,5,0,0,SP,1
3887,53,1971,Graduation,Single,"27,242.00",1,0,11/11/2012,2,3,17,26,20,1,39, 106.00 ,3%,16%,25%,19%,1%,37%,2,2,3,5,9,1,0,IND,0
6072,53,1971,Master,Single,"75,345.00",0,0,02/02/2013,16,918,57,842,99,38,133," 2,087.00 ",44%,3%,40%,5%,2%,6%,1,5,6,11,3,1,0,SP,1
4860,53,1971,Graduation,Single,"24,206.00",1,0,08/03/2013,66,7,2,8,3,2,3, 25.00 ,28%,8%,32%,12%,8%,12%,1,1,3,4,6,0,0,SP,0
10914,53,1971,Graduation,Single,"24,163.00",1,1,12/10/2013,3,4,1,7,2,1,2, 17.00 ,24%,6%,41%,12%,6%,12%,2,1,3,4,4,0,0,SP,0
498,53,1971,Graduation,Single,"30,015.00",1,0,02/02/2014,28,25,0,22,2,3,5, 57.00 ,44%,0%,39%,4%,5%,9%,2,1,4,5,5,0,0,SP,0
5823,53,1971,PhD,Single,"32,303.00",0,1,08/03/2014,63,35,0,2,0,0,2, 39.00 ,90%,0%,5%,0%,0%,5%,2,1,4,5,5,0,0,IND,0
4286,53,1971,PhD,Single,"57,642.00",0,1,09/01/2014,24,580,6,58,8,0,27, 679.00 ,85%,1%,9%,1%,0%,4%,3,7,6,13,4,0,0,IND,1
49,53,1971,Graduation,Single,"20,587.00",1,0,11/05/2014,39,2,3,6,4,1,9, 25.00 ,8%,12%,24%,16%,4%,36%,1,1,2,3,7,0,0,CA,0
4973,53,1971,Graduation,Single,"20,587.00",1,0,11/05/2014,39,2,3,6,4,1,9, 25.00 ,8%,12%,24%,16%,4%,36%,1,1,2,3,7,0,0,CA,0
10133,53,1971,Graduation,Single,"93,790.00",0,0,12/02/2014,16,1302,68,731,89,114,45," 2,349.00 ",55%,3%,31%,4%,5%,2%,0,6,12,18,2,1,0,CA,3
5474,53,1971,Graduation,Single,"43,020.00",1,0,30/11/2013,79,45,7,99,4,25,43, 223.00 ,20%,3%,44%,2%,11%,19%,3,4,4,8,6,0,0,US,0
1726,53,1971,Graduation,Single,"22,585.00",0,0,18/03/2013,23,3,9,15,13,2,39, 81.00 ,4%,11%,19%,16%,2%,48%,1,1,2,3,9,1,0,SP,1
3507,53,1971,Graduation,Single,"76,467.00",1,0,17/08/2012,44,676,161,426,210,44,58," 1,575.00 ",43%,10%,27%,13%,3%,4%,2,2,5,7,6,1,0,US,0
9817,53,1971,Master,Single,"44,802.00",0,0,21/08/2012,71,853,10,143,13,10,20," 1,049.00 ",81%,1%,14%,1%,1%,2%,2,9,12,21,8,0,0,IND,0
143,53,1971,Graduation,Single,"61,209.00",0,0,25/08/2013,73,466,0,224,119,49,99, 957.00 ,49%,0%,23%,12%,5%,10%,1,5,4,9,2,0,0,US,0
2557,53,1971,Master,Single,"29,548.00",1,0,29/08/2013,52,7,1,6,3,1,11, 29.00 ,24%,3%,21%,10%,3%,38%,1,1,2,3,4,0,0,SP,1
2281,53,1971,Graduation,Single,"33,697.00",1,0,15/09/2013,34,4,3,7,0,3,11, 28.00 ,14%,11%,25%,0%,11%,39%,1,1,2,3,7,0,0,GER,1
4974,53,1971,Graduation,Single,"83,273.00",1,2,25/09/2012,98,433,89,650,16,102,102," 1,392.00 ",31%,6%,47%,1%,7%,7%,10,4,9,13,7,0,0,US,0
4023,53,1971,Graduation,Married,"22,979.00",1,0,06/09/2012,29,16,17,19,20,21,22, 115.00 ,14%,15%,17%,17%,18%,19%,3,3,2,5,8,1,0,SP,0
6613,53,1971,Master,Married,"44,511.00",1,0,12/10/2012,39,513,7,133,46,14,14, 727.00 ,71%,1%,18%,6%,2%,2%,6,8,8,16,8,0,0,AUS,0
4220,53,1971,PhD,Married,"59,892.00",0,1,02/11/2013,26,73,0,13,0,1,0, 87.00 ,84%,0%,15%,0%,1%,0%,1,2,3,5,3,0,0,CA,0
8420,53,1971,2n Cycle,Married,"15,315.00",0,0,03/08/2013,27,7,4,13,15,8,17, 64.00 ,11%,6%,20%,23%,13%,27%,2,2,4,6,5,0,0,SP,0
10065,53,1971,2n Cycle,Married,"15,315.00",0,0,03/08/2013,27,7,4,13,15,8,17, 64.00 ,11%,6%,20%,23%,13%,27%,2,2,4,6,5,0,0,SP,0
2428,53,1971,Graduation,Married,"28,164.00",1,0,04/05/2013,23,3,18,26,11,8,12, 78.00 ,4%,23%,33%,14%,10%,15%,3,2,4,6,7,0,0,GER,0
7849,53,1971,PhD,Married,"80,336.00",0,0,09/09/2013,12,209,19,456,160,142,66," 1,052.00 ",20%,2%,43%,15%,13%,6%,1,2,13,15,1,0,0,SP,0
10681,53,1971,2n Cycle,Married,"62,466.00",0,1,15/01/2014,13,129,129,259,168,121,83, 889.00 ,15%,15%,29%,19%,14%,9%,5,6,12,18,4,0,0,SP,0
5156,53,1971,2n Cycle,Married,"62,466.00",0,1,15/01/2014,13,129,129,259,168,121,83, 889.00 ,15%,15%,29%,19%,14%,9%,5,6,12,18,4,0,0,SP,0
1592,53,1971,Graduation,Married,"90,765.00",0,0,24/01/2014,25,547,99,812,151,82,33," 1,724.00 ",32%,6%,47%,9%,5%,2%,0,4,5,9,1,0,0,CA,2
9703,53,1971,PhD,Married,"38,097.00",1,1,15/10/2012,70,77,2,35,0,1,69, 184.00 ,42%,1%,19%,0%,1%,38%,4,3,2,5,7,1,0,SA,1
10727,53,1971,PhD,Married,"69,084.00",1,0,19/11/2013,43,1181,107,199,39,30,30," 1,586.00 ",74%,7%,13%,2%,2%,2%,2,7,13,20,8,0,0,SP,0
5299,53,1971,PhD,Married,"69,084.00",1,0,19/11/2013,43,1181,107,199,39,30,30," 1,586.00 ",74%,7%,13%,2%,2%,2%,2,7,13,20,8,0,0,SP,0
3389,53,1971,Graduation,Married,"69,016.00",0,1,22/11/2012,61,726,53,363,123,107,161," 1,533.00 ",47%,3%,24%,8%,7%,11%,4,8,13,21,5,0,0,SP,0
3599,53,1971,Graduation,Married,"63,684.00",0,1,26/11/2012,61,575,80,428,208,93,80," 1,464.00 ",39%,5%,29%,14%,6%,5%,3,8,8,16,5,0,0,SP,0
310,53,1971,Master,Married,"61,872.00",0,1,13/12/2013,81,330,5,159,36,27,16, 573.00 ,58%,1%,28%,6%,5%,3%,4,4,9,13,4,0,0,CA,0
9672,53,1971,2n Cycle,Married,"23,162.00",1,1,21/12/2013,82,8,3,9,19,4,22, 65.00 ,12%,5%,14%,29%,6%,34%,3,1,3,4,6,0,0,CA,0
4339,53,1971,PhD,Married,"67,353.00",0,1,31/12/2013,37,702,17,151,0,8,35, 913.00 ,77%,2%,17%,0%,1%,4%,5,5,12,17,2,0,0,AUS,0
1349,53,1971,Graduation,Married,"50,447.00",2,0,21/04/2014,4,85,7,24,2,3,27, 148.00 ,57%,5%,16%,1%,2%,18%,1,3,3,6,6,0,0,IND,0
1204,53,1971,PhD,Married,"67,536.00",0,1,22/05/2013,45,1253,0,447,23,71,35," 1,829.00 ",69%,0%,24%,1%,4%,2%,3,11,11,22,8,0,0,SA,1
10854,53,1971,PhD,Married,"38,853.00",1,1,23/05/2014,90,29,0,14,0,0,2, 45.00 ,64%,0%,31%,0%,0%,4%,2,2,3,5,7,0,0,IND,0
2230,53,1971,PhD,Married,"23,626.00",1,0,24/05/2014,84,27,2,14,0,0,0, 43.00 ,63%,5%,33%,0%,0%,0%,3,3,3,6,5,0,0,GER,0
4200,53,1971,Master,Married,"44,159.00",1,0,17/06/2014,85,167,2,62,24,13,7, 275.00 ,61%,1%,23%,9%,5%,3%,4,4,6,10,5,0,0,SA,0
291,53,1971,Graduation,Married,"72,940.00",0,0,19/06/2013,13,182,74,298,162,149,116, 981.00 ,19%,8%,30%,17%,15%,12%,1,3,6,9,1,0,0,SA,0
2181,53,1971,Graduation,Married,"70,617.00",0,0,23/06/2013,45,353,61,753,40,46,27," 1,280.00 ",28%,5%,59%,3%,4%,2%,1,3,7,10,2,0,0,SP,0
273,53,1971,Master,Married,"36,138.00",1,1,16/07/2013,48,130,0,16,0,0,5, 151.00 ,86%,0%,11%,0%,0%,3%,5,3,4,7,7,0,0,GER,1
6653,53,1971,PhD,Married,"55,158.00",1,1,30/07/2012,72,293,0,87,4,11,23, 418.00 ,70%,0%,21%,1%,3%,6%,4,7,5,12,7,1,0,SP,0
1160,53,1971,Graduation,Married,"13,260.00",1,1,23/08/2013,48,9,4,17,10,2,7, 49.00 ,18%,8%,35%,20%,4%,14%,4,3,3,6,8,0,0,SP,0
10281,53,1971,Graduation,Divorced,"64,713.00",1,0,07/02/2014,11,180,60,241,13,54,54, 602.00 ,30%,10%,40%,2%,9%,9%,2,5,7,12,4,1,0,AUS,0
3376,53,1971,Master,Divorced,"55,282.00",1,0,13/12/2013,9,125,6,73,8,4,19, 235.00 ,53%,3%,31%,3%,2%,8%,1,3,6,9,4,0,0,SP,0
340,53,1971,Graduation,Divorced,"72,967.00",0,1,15/12/2012,1,158,35,179,0,0,125, 497.00 ,32%,7%,36%,0%,0%,25%,2,7,8,15,5,1,0,GER,1
590,53,1971,Master,Divorced,"78,579.00",0,0,22/12/2012,35,816,66,549,216,66,99," 1,812.00 ",45%,4%,30%,12%,4%,5%,1,5,4,9,3,1,0,SP,0
5740,53,1971,2n Cycle,Divorced,"25,959.00",1,1,14/02/2013,1,4,2,12,7,5,26, 56.00 ,7%,4%,21%,13%,9%,46%,2,1,2,3,6,1,0,SP,0
3099,53,1971,Graduation,Divorced,"44,267.00",1,1,25/02/2013,48,183,5,65,3,5,49, 310.00 ,59%,2%,21%,1%,2%,16%,5,5,4,9,9,0,0,SP,0
5267,53,1971,Graduation,Divorced,"33,986.00",1,0,14/03/2013,43,16,2,18,2,1,5, 44.00 ,36%,5%,41%,5%,2%,11%,1,1,3,4,7,0,0,SP,0
10159,53,1971,Graduation,Divorced,"58,710.00",0,1,31/03/2013,77,440,81,368,0,122,174," 1,185.00 ",37%,7%,31%,0%,10%,15%,6,11,9,20,6,0,0,AUS,0
1826,53,1971,Graduation,Divorced,"84,835.00",0,0,16/06/2014,0,189,104,379,111,189,218," 1,190.00 ",16%,9%,32%,9%,16%,18%,1,4,6,10,1,1,0,SP,0
4472,53,1971,PhD,Divorced,"35,682.00",1,0,27/06/2014,34,23,0,8,6,2,18, 57.00 ,40%,0%,14%,11%,4%,32%,1,1,3,4,2,0,0,AUS,0
3968,53,1971,2n Cycle,Divorced,"65,706.00",0,0,28/06/2013,77,918,10,129,13,0,129," 1,199.00 ",77%,1%,11%,1%,0%,11%,1,11,12,23,7,1,0,CA,3
8945,53,1971,Graduation,Divorced,"54,137.00",0,1,16/08/2013,46,171,0,11,0,1,20, 203.00 ,84%,0%,5%,0%,0%,10%,2,4,4,8,6,0,0,SA,0
8041,52,1972,PhD,Widow,"47,111.00",0,1,08/09/2012,35,595,71,153,120,112,41," 1,092.00 ",54%,7%,14%,11%,10%,4%,6,3,10,13,9,0,0,SA,0
1968,52,1972,Graduation,Widow,"45,684.00",1,0,02/12/2013,37,5,1,5,10,0,7, 28.00 ,18%,4%,18%,36%,0%,25%,1,1,2,3,7,0,0,SA,0
8842,52,1972,Graduation,Widow,"30,372.00",1,1,25/12/2012,33,15,0,12,7,3,7, 44.00 ,34%,0%,27%,16%,7%,16%,3,2,3,5,7,0,0,SP,0
2154,52,1972,Graduation,Widow,"30,372.00",1,1,25/12/2012,33,15,0,12,7,3,7, 44.00 ,34%,0%,27%,16%,7%,16%,3,2,3,5,7,0,0,SP,0
8486,52,1972,Master,Together,"30,538.00",1,0,01/10/2012,27,284,0,52,8,3,20, 367.00 ,77%,0%,14%,2%,1%,5%,4,9,4,13,10,0,0,SP,0
7261,52,1972,Graduation,Together,"34,600.00",1,1,01/01/2013,8,199,33,60,8,3,15, 318.00 ,63%,10%,19%,3%,1%,5%,5,5,5,10,8,1,0,SP,0
2452,52,1972,Graduation,Together,"34,600.00",1,1,01/01/2013,8,199,33,60,8,3,15, 318.00 ,63%,10%,19%,3%,1%,5%,5,5,5,10,8,1,0,SP,0
5336,52,1972,Master,Together,"157,733.00",1,0,04/06/2013,37,39,1,9,2,0,8, 59.00 ,66%,2%,15%,3%,0%,14%,0,1,1,2,1,0,0,SP,0
4927,52,1972,Graduation,Together,"16,626.00",2,0,15/01/2014,76,8,3,22,21,1,13, 68.00 ,12%,4%,32%,31%,1%,19%,3,3,3,6,9,0,0,SA,0
5939,52,1972,Graduation,Together,"38,232.00",1,1,17/01/2014,84,43,5,28,7,6,33, 122.00 ,35%,4%,23%,6%,5%,27%,4,3,3,6,5,0,0,SP,0
9209,52,1972,Master,Together,"80,573.00",0,0,14/10/2012,85,829,138,430,60,92,15," 1,564.00 ",53%,9%,27%,4%,6%,1%,1,4,13,17,2,0,0,SA,0
6417,52,1972,Master,Together,"80,573.00",0,0,14/10/2012,85,829,138,430,60,92,15," 1,564.00 ",53%,9%,27%,4%,6%,1%,1,4,13,17,2,0,0,SP,0
1628,52,1972,Graduation,Together,"71,796.00",0,0,24/10/2013,54,354,21,311,167,75,32, 960.00 ,37%,2%,32%,17%,8%,3%,1,9,4,13,4,0,0,SA,0
1818,52,1972,PhD,Together,"29,732.00",1,0,25/03/2014,23,25,0,8,0,1,4, 38.00 ,66%,0%,21%,0%,3%,11%,1,2,2,4,9,0,0,CA,0
8036,52,1972,2n Cycle,Together,"26,850.00",1,1,18/04/2014,10,31,1,13,7,2,9, 63.00 ,49%,2%,21%,11%,3%,14%,4,2,4,6,4,0,0,SP,0
11088,52,1972,PhD,Together,"78,642.00",0,1,21/04/2013,83,1396,0,322,46,35,17," 1,816.00 ",77%,0%,18%,3%,2%,1%,1,4,4,8,6,0,0,SP,0
1606,52,1972,Graduation,Together,"38,590.00",1,0,15/05/2013,65,3,1,8,4,3,3, 22.00 ,14%,5%,36%,18%,14%,14%,1,1,2,3,8,0,0,SA,0
6383,52,1972,PhD,Together,"32,892.00",1,0,25/05/2014,78,26,0,15,2,1,2, 46.00 ,57%,0%,33%,4%,2%,4%,2,3,3,6,8,0,0,SA,0
10536,52,1972,PhD,Together,"32,892.00",1,0,25/05/2014,78,26,0,15,2,1,2, 46.00 ,57%,0%,33%,4%,2%,4%,2,3,3,6,8,0,0,SP,0
8643,52,1972,Graduation,Together,"69,930.00",0,0,26/05/2013,21,252,98,827,219,70,196," 1,662.00 ",15%,6%,50%,13%,4%,12%,1,4,12,16,3,0,0,IND,0
9780,52,1972,Master,Together,"71,499.00",0,1,25/06/2013,12,465,25,132,136,0,37, 795.00 ,58%,3%,17%,17%,0%,5%,2,8,13,21,4,0,0,SP,0
8773,52,1972,Master,Together,"57,420.00",0,1,25/06/2013,22,280,0,18,0,0,24, 322.00 ,87%,0%,6%,0%,0%,7%,3,5,6,11,7,0,0,US,1
5204,52,1972,Graduation,Together,"74,538.00",0,0,29/06/2013,21,380,98,733,110,112,28," 1,461.00 ",26%,7%,50%,8%,8%,2%,1,8,5,13,3,1,0,SP,1
3916,52,1972,PhD,Together,"49,269.00",1,0,15/08/2012,92,639,8,166,11,8,58, 890.00 ,72%,1%,19%,1%,1%,7%,3,7,12,19,7,0,0,SP,0
4356,52,1972,Graduation,Together,"71,819.00",0,1,28/08/2013,70,1224,28,140,0,14,168," 1,574.00 ",78%,2%,9%,0%,1%,11%,3,3,5,8,6,0,0,SP,2
1890,52,1972,2n Cycle,Together,"42,033.00",1,1,19/09/2012,95,11,1,4,2,0,7, 25.00 ,44%,4%,16%,8%,0%,28%,1,1,2,3,7,0,0,SP,0
9256,52,1972,Graduation,Single,"58,350.00",0,1,04/01/2013,5,493,26,206,116,80,80," 1,001.00 ",49%,3%,21%,12%,8%,8%,4,8,12,20,6,0,0,SP,0
3524,52,1972,Master,Single,"39,763.00",1,0,04/08/2013,9,80,1,60,4,6,16, 167.00 ,48%,1%,36%,2%,4%,10%,2,5,2,7,9,1,0,SP,0
7275,52,1972,Master,Single,"33,316.00",1,1,04/10/2013,34,79,1,31,4,4,12, 131.00 ,60%,1%,24%,3%,3%,9%,3,2,4,6,6,0,0,US,0
8334,52,1972,Master,Single,"33,316.00",1,1,04/10/2013,34,79,1,31,4,4,12, 131.00 ,60%,1%,24%,3%,3%,9%,3,2,4,6,6,0,0,SP,0
5048,52,1972,PhD,Single,"42,767.00",2,0,11/05/2013,53,20,6,43,19,5,38, 131.00 ,15%,5%,33%,15%,4%,29%,1,3,2,5,8,0,0,SA,0
10736,52,1972,Graduation,Single,"72,258.00",0,1,12/09/2013,28,522,0,522,227,120,134," 1,525.00 ",34%,0%,34%,15%,8%,9%,2,6,5,11,2,0,0,CA,0
9240,52,1972,PhD,Single,"60,504.00",0,1,07/02/2014,73,458,0,24,6,4,34, 526.00 ,87%,0%,5%,1%,1%,6%,2,6,8,14,6,0,0,SP,0
9392,52,1972,Graduation,Single,"26,954.00",1,0,08/05/2014,17,4,1,11,0,0,1, 17.00 ,24%,6%,65%,0%,0%,6%,1,1,2,3,7,0,0,SP,0
9220,52,1972,Graduation,Single,"91,700.00",0,0,17/01/2013,58,576,172,961,125,115,19," 1,968.00 ",29%,9%,49%,6%,6%,1%,1,8,5,13,3,1,0,SP,0
6471,52,1972,Master,Single,"36,230.00",1,0,17/10/2013,17,14,2,30,8,2,3, 59.00 ,24%,3%,51%,14%,3%,5%,1,2,4,6,5,0,0,SP,0
948,52,1972,Graduation,Single,"10,245.00",1,0,15/05/2013,32,4,7,7,6,4,13, 41.00 ,10%,17%,17%,15%,10%,32%,3,1,2,3,5,0,0,SP,0
3673,52,1972,Graduation,Single,"55,239.00",0,1,14/07/2013,59,371,17,238,23,24,106, 779.00 ,48%,2%,31%,3%,3%,14%,3,7,11,18,5,0,0,SA,0
6941,52,1972,Graduation,Single,"31,632.00",0,0,14/07/2013,92,17,8,12,11,15,32, 95.00 ,18%,8%,13%,12%,16%,34%,1,2,2,4,7,0,0,SP,0
10735,52,1972,Graduation,Single,"22,804.00",1,0,31/07/2013,75,14,1,7,2,1,1, 26.00 ,54%,4%,27%,8%,4%,4%,1,2,2,4,9,0,0,SA,0
5068,52,1972,Graduation,Single,"22,804.00",1,0,31/07/2013,75,14,1,7,2,1,1, 26.00 ,54%,4%,27%,8%,4%,4%,1,2,2,4,9,0,0,SP,0
4095,52,1972,Graduation,Married,"37,150.00",1,0,11/09/2012,80,167,37,64,49,34,116, 467.00 ,36%,8%,14%,10%,7%,25%,8,4,6,10,7,0,0,US,0
8581,52,1972,Master,Married,"49,505.00",1,1,05/03/2013,4,604,0,100,19,0,28, 751.00 ,80%,0%,13%,3%,0%,4%,9,10,8,18,8,0,0,SP,0
17,52,1972,PhD,Married,"60,491.00",0,1,06/09/2013,81,637,47,237,12,19,76," 1,028.00 ",62%,5%,23%,1%,2%,7%,4,6,7,13,5,0,0,SP,0
7901,52,1972,Master,Married,"34,109.00",0,1,06/11/2013,39,9,1,5,2,1,4, 22.00 ,41%,5%,23%,9%,5%,18%,1,0,3,3,4,0,0,AUS,0
701,52,1972,Graduation,Married,"73,691.00",0,1,06/11/2013,58,707,21,250,85,43,73," 1,179.00 ",60%,2%,21%,7%,4%,6%,2,6,8,14,2,0,0,SP,1
4377,52,1972,Graduation,Married,"52,914.00",0,1,07/01/2013,32,254,10,44,30,10,227, 575.00 ,44%,2%,8%,5%,2%,39%,2,7,3,10,7,0,0,CA,1
7426,52,1972,2n Cycle,Married,"54,690.00",1,1,07/11/2013,76,111,16,37,7,9,18, 198.00 ,56%,8%,19%,4%,5%,9%,3,3,5,8,3,0,0,SP,0
8360,52,1972,2n Cycle,Married,"54,690.00",1,1,07/11/2013,76,111,16,37,7,9,18, 198.00 ,56%,8%,19%,4%,5%,9%,3,3,5,8,3,0,0,SP,0
2521,52,1972,Master,Married,"35,178.00",1,0,10/01/2013,10,23,1,13,2,2,18, 59.00 ,39%,2%,22%,3%,3%,31%,1,1,2,3,7,1,0,SP,1
4301,52,1972,Master,Married,"35,178.00",1,0,10/01/2013,10,23,1,13,2,2,18, 59.00 ,39%,2%,22%,3%,3%,31%,1,1,2,3,7,1,0,AUS,1
1064,52,1972,PhD,Married,"42,403.00",1,0,11/12/2013,18,22,1,11,0,5,3, 42.00 ,52%,2%,26%,0%,12%,7%,1,1,3,4,8,0,0,SP,0
9668,52,1972,Graduation,Married,"18,793.00",1,0,12/01/2013,14,4,16,20,0,17,20, 77.00 ,5%,21%,26%,0%,22%,26%,3,2,4,6,8,0,0,SA,0
1802,52,1972,Graduation,Married,"64,795.00",0,1,17/01/2013,23,412,5,119,38,29,77, 680.00 ,61%,1%,18%,6%,4%,11%,3,3,12,15,2,0,0,SP,0
9216,52,1972,Graduation,Married,"35,788.00",1,1,23/01/2014,34,23,2,11,3,1,4, 44.00 ,52%,5%,25%,7%,2%,9%,2,2,3,5,6,0,0,CA,0
3254,52,1972,Graduation,Married,"70,886.00",1,0,14/10/2013,65,407,70,239,103,88,53, 960.00 ,42%,7%,25%,11%,9%,6%,1,5,4,9,2,0,0,SP,0
1079,52,1972,PhD,Married,"71,969.00",0,1,16/10/2012,59,1000,0,76,0,0,10," 1,086.00 ",92%,0%,7%,0%,0%,1%,3,3,9,12,8,0,0,IND,1
3967,52,1972,PhD,Married,"78,931.00",0,0,25/10/2013,19,331,197,170,58,152,35, 943.00 ,35%,21%,18%,6%,16%,4%,1,2,13,15,1,0,0,CA,0
247,52,1972,Graduation,Married,"36,715.00",1,0,17/11/2012,16,172,10,125,21,13,16, 357.00 ,48%,3%,35%,6%,4%,4%,6,7,4,11,9,1,0,SP,0
8204,52,1972,2n Cycle,Married,"78,041.00",0,0,16/12/2012,93,482,35,553,72,160,17," 1,319.00 ",37%,3%,42%,5%,12%,1%,1,4,9,13,2,0,0,GER,0
378,52,1972,Graduation,Married,"52,531.00",0,0,30/12/2012,68,283,112,151,51,72,125, 794.00 ,36%,14%,19%,6%,9%,16%,2,7,10,17,6,0,0,SP,0
10319,52,1972,Graduation,Married,"66,303.00",0,1,26/02/2013,56,1090,12,96,16,12,60," 1,286.00 ",85%,1%,7%,1%,1%,5%,4,3,11,14,8,0,0,SP,1
7326,52,1972,Master,Married,"56,850.00",0,1,23/03/2014,83,34,1,19,2,7,0, 63.00 ,54%,2%,30%,3%,11%,0%,1,1,3,4,2,0,0,CA,0
8212,52,1972,Master,Married,"39,791.00",0,1,28/03/2013,89,85,15,27,13,13,21, 174.00 ,49%,9%,16%,7%,7%,12%,2,3,4,7,7,0,0,SP,0
6019,52,1972,PhD,Married,"37,126.00",1,0,30/03/2014,9,45,3,9,4,4,7, 72.00 ,63%,4%,13%,6%,6%,10%,1,1,2,3,6,1,0,SP,1
5313,52,1972,Master,Married,"38,196.00",1,1,18/04/2014,20,30,0,11,0,0,3, 44.00 ,68%,0%,25%,0%,0%,7%,3,2,4,6,5,0,0,SP,0
8082,52,1972,Graduation,Married,"25,721.00",1,0,21/05/2013,75,1,3,6,3,6,15, 34.00 ,3%,9%,18%,9%,18%,44%,1,1,2,3,7,1,0,AUS,0
843,52,1972,Graduation,Married,"64,722.00",1,0,26/05/2014,47,303,0,280,60,147,15, 805.00 ,38%,0%,35%,7%,18%,2%,4,8,11,19,6,0,0,SP,0
3478,52,1972,PhD,Married,"60,585.00",1,1,24/06/2013,17,267,42,309,55,42,21, 736.00 ,36%,6%,42%,7%,6%,3%,10,7,9,16,5,1,0,CA,0
4381,52,1972,PhD,Married,"46,463.00",1,1,18/08/2013,56,163,2,40,8,11,11, 235.00 ,69%,1%,17%,3%,5%,5%,7,3,6,9,6,0,0,SP,0
5455,52,1972,PhD,Married,"32,011.00",1,0,22/08/2013,89,99,0,15,2,1,5, 122.00 ,81%,0%,12%,2%,1%,4%,3,2,4,6,7,0,0,SP,0
7414,52,1972,Graduation,Married,"43,824.00",1,1,15/09/2012,18,96,1,42,12,3,32, 186.00 ,52%,1%,23%,6%,2%,17%,4,3,4,7,8,0,0,SP,0
7022,52,1972,Graduation,Married,"76,445.00",1,0,28/09/2012,2,739,107,309,140,80,35," 1,410.00 ",52%,8%,22%,10%,6%,2%,1,2,13,15,6,0,0,SA,0
5113,52,1972,PhD,Divorced,"86,979.00",0,0,07/11/2013,67,584,100,835,65,83,35," 1,702.00 ",34%,6%,49%,4%,5%,2%,1,5,5,10,2,1,0,SP,1
5684,52,1972,Master,Divorced,"44,635.00",1,1,11/10/2013,25,56,0,9,0,0,3, 68.00 ,82%,0%,13%,0%,0%,4%,2,2,3,5,7,0,0,SP,0
2886,52,1972,Master,Divorced,"74,290.00",0,1,12/08/2013,70,1121,0,72,0,12,12," 1,217.00 ",92%,0%,6%,0%,1%,1%,4,10,10,20,6,0,0,SP,2
4042,52,1972,Graduation,Divorced,"43,300.00",0,1,13/10/2012,87,91,3,52,2,1,31, 180.00 ,51%,2%,29%,1%,1%,17%,3,4,4,8,8,1,0,CA,0
6147,52,1972,Graduation,Divorced,"25,818.00",1,0,18/10/2012,51,5,2,8,2,2,9, 28.00 ,18%,7%,29%,7%,7%,32%,1,0,2,2,7,0,0,GER,0
2337,52,1972,Graduation,Divorced,"29,819.00",1,0,24/10/2013,77,9,1,24,2,1,2, 39.00 ,23%,3%,62%,5%,3%,5%,3,3,3,6,6,0,0,SP,0
